content_id,content_type,title_english,maturity_rating,audio_languages,release_year,monetization_model,genre_normalized,synopsis_text,era_bucket,maturity_tags,cast_size,has_imdb_id,has_imdb_rating,director_names,actor_names,producer_names,storyline_tags,overall_tone_tags,tag_low_confidence
33507de3-3679-4fcd-98d4-8e4a12d5a730,movie,Saptadingar Guptodhon,U,"[""BN""]",2026,SVOD,Adventure,"Sona Da is back! Saptadingar Guptadhon brings a thrilling new chapter to the beloved franchise, packed with mystery, action, and danger at every turn for his deadliest treasure hunt yet. Catch the world premiere of the movie, streaming from 17 July.",2020s,"[""Suitable for all ages""]",7,False,False,"[""Dhrubo Banerjee""]","[""Abir Chatterjee"", ""Ishaa Saha"", ""Arjun Chakrabarty"", ""Rajatava Dutta"", ""Kaushik Ganguly""]","[""SVF Entertainment Pvt Ltd""]","[""heist"", ""life_threat""]","[""suspenseful"", ""tense""]",False
d6402424-0176-4647-9427-13a9d1985187,movie,Bariwali,A 18+,"[""BN""]",2000,SVOD,Drama,"A lonely middle-aged woman opens her quiet estate to a film crew and finds herself drawn to the director, bringing a rare spark to her routine life. But when the shoot ends, she’s left wondering if that fleeting connection meant something more—or was just another passing moment.",2000s,"[""Foul Language"", ""Mature Themes"", ""Sexual Content""]",6,False,True,"[""Rituparno Ghosh""]","[""Kirron Kher"", ""Roopa Ganguly"", ""Sudipta Chakraborty"", ""Chiranjeet Chakrabarti""]","[""Anupam Kher Studio LLP""]","[""midlife_crisis"", ""self_discovery"", ""forbidden_love""]","[""bittersweet"", ""emotional""]",False
0000015b-b2ab-d01e-a37f-feff6b0d0000,movie,Chokher Bali,U/A 16+,"[""BN""]",2003,FREE,Drama,"The lonely, widowed Binodini and the newly-married, innocent Ashalata befriend each other in the inner halls of an aristocratic Bengali household. A complex web of relations involving Ashalata's husband, Mahendra and his friend, Behari, soon lands them in a whirlwind of lies, deceit and betrayal.",2000s,"[""Sexual Content""]",6,True,True,"[""Rituparno Ghosh""]","[""Aishwarya Rai Bachchan"", ""Prosenjit Chatterjee"", ""Raima Sen"", ""Tota Roy Choudhury""]","[""SVF Entertainment Pvt Ltd""]","[""extramarital_affair"", ""betrayal"", ""deception_disguise"", ""love_triangle""]","[""dramatic"", ""tragic"", ""dark""]",False
cfe7e148-9600-49a2-832f-269003bb5681,movie,Dwitiyo Purush,U/A 16+,"[""BN""]",2020,SVOD,Thriller,"Directed by Srijit Mukherji, ""Dwitiyo Purush"" is a sequel to ""Baishe Srabon"". Abhijit Pakrashi investigates a series of murders replicating a 1993 gang killing spree. As he confronts the enigmatic gangster Khoka, Abhijit’s quest for truth intertwines with his own past, revealing dark secrets.",2020s,"[""Violence"", ""Foul Language"", ""Substance Use"", ""Sexual Content""]",8,True,True,"[""Srijit Mukherji""]","[""Parambrata Chattopadhyay"", ""Anirban Bhattacharya"", ""Raima Sen"", ""Gaurav Chakrabarty"", ""Babul Supriyo"", ""Ridhima Ghosh""]","[""SVF Entertainment Pvt Ltd""]","[""murder_mystery"", ""crime_investigation"", ""betrayal""]","[""tense"", ""suspenseful"", ""dark""]",False
b0a1a05d-0654-4fc3-bcc1-14000a1067c6,movie,Belashuru,U,"[""BN""]",2022,SVOD,Drama,"Biswanath is Arati's guiding light in her struggle with advanced Alzheimer's. Seven years after Belaseshe, Soumitra Chatterjee and Swatilekha Sengupta come together for the last time in this tale of love, marriage and companionship.",2020s,"[""Suitable for all ages""]",12,True,True,"[""Nandita Roy"", ""Shiboprosad Mukherjee""]","[""Soumitra Chatterjee"", ""Swatilekha Sengupta"", ""Rituparna Sengupta"", ""Shankar Chakraborty"", ""Aparajita Adhya"", ""Monami Ghosh"", ""Kaushik Sen"", ""Indrani Dutta"", ""Kharaj Mukherjee""]","[""Windows Production""]","[""reconciliation"", ""family_conflict"", ""self_discovery""]","[""emotional"", ""bittersweet"", ""heartwarming""]",False
188f68e0-a19f-41c8-b3d2-49727ce63384,movie,Durga Sohay,U/A 13+,"[""BN""]",2017,SVOD,Drama,"When Durga is caught stealing at the ancestral house of the aristocratic Basak family, Manasi, the younger Basak daughter-in-law, gives the former a chance to redeem herself. Will Durga start her life afresh, or will her dark past catch up with her?",2010s,"[""Smoking"", ""Alcohol"", ""Violence"", ""Foul Language""]",7,True,True,"[""Arindam Sil""]","[""Sohini Sarkar"", ""Kaushik Sen"", ""Indrasish Roy"", ""Tnusree C"", ""Anirban Bhattacharya""]","[""AVMA Media LLP""]","[""self_discovery"", ""class_divide"", ""deception_disguise""]","[""emotional"", ""uplifting""]",False
71521ecc-9f00-49f1-a3f8-b80c75071b47,movie,"Baba, Baby O",U,"[""BN""]",2022,SVOD,Drama,"Megh, a 40-something single father of two, unexpectedly falls in love with the charming Brishti, who is not too fond of children. While an unusual bond develops between the two, soon it's time for Brishti to fly towards new horizons. What happens next?",2020s,"[""Suitable for all ages""]",6,True,True,"[""Aritra Mukherjee""]","[""Jisshu Sengupta"", ""Solanki Roy"", ""Gourab Chatterjee"", ""Mainak Banerjee""]","[""Windows Production""]","[""family_conflict"", ""self_discovery"", ""midlife_crisis""]","[""bittersweet"", ""emotional""]",False
04294447-59ab-43e6-a287-0470c72ddd75,movie,Cheeni,U/A 7+,"[""BN""]",2021,SVOD,Drama,"A mother-daughter's love story, with a twist! This family drama will take you on an emotional roller coaster ride, amidst unwanted revelations and surprising family secrets.",2020s,"[""Appropriate for age 7 and above""]",5,True,True,"[""Mainak Bhaumik""]","[""Aparajita Adhya"", ""Madhumita Sarcar"", ""Saurav Das""]","[""SVF Entertainment Pvt Ltd""]","[""family_secrets"", ""family_conflict"", ""reconciliation""]","[""emotional"", ""dramatic""]",False
1517a88d-0e70-4bc2-adca-5658f8c32966,movie,Borunbabur Bondhu,U/A 7+,"[""BN""]",2019,SVOD,Drama,"An irritable old man, Borunbabu is plagued by loneliness with a bedridden wife and a self-centred family. However, Borunbabu finds himself at the centre of all attention when the President of India, his old friend, suddenly writes to him. A simple letter stirs the pot, but to what end?",2010s,"[""Appropriate for age 7 and above""]",6,True,True,"[""Anik Dutta""]","[""Soumitra Chatterjee"", ""Ritwick Chakraborty"", ""Paran Bandopadhyay"", ""Kaushik Sen""]","[""Surinder Films Pvt Ltd""]","[""family_conflict"", ""unlikely_friendship"", ""self_discovery""]","[""heartwarming"", ""comedic"", ""emotional""]",False
b4da0dd0-42d8-451d-a270-069c95bc7eca,movie,Hawa Bodol,A 18+,"[""BN""]",2013,SVOD,Drama,"Two friends, Jeet and Raj, wish to have each other's lives because the grass is always greener on the other side. What happens when this fantasy becomes a reality?",2010s,"[""Violence"", ""Foul Language"", ""Substance Use"", ""Sexual Content""]",5,True,False,[],"[""Parambrata Chattopadhyay"", ""Parambrata Chattopadhyay"", ""Rudranil Ghosh"", ""Raima Sen""]","[""Karunamay Roy Production""]","[""mistaken_identity"", ""unlikely_friendship"", ""comedy_of_errors"", ""self_discovery""]","[""comedic"", ""chaotic""]",False
3cbda02a-742e-43fc-8655-e175a25af4d8,movie,Detective,U/A 7+,"[""BN""]",2020,SVOD,Detective,"In British India, detective Mahimchandra longs for a juicy case like in his favorite Western crime novels. But as he chases crimes that barely exist, chaos unfolds—on the streets, at home, and in his head! A tale of a man’s hilarious hunt for the perfect mystery.",2020s,"[""Appropriate for age 7 and above""]",7,True,True,"[""Joydeep Mukherjee""]","[""Anirban Bhattacharya"", ""Ishaa Saha"", ""Trina Saha"", ""Ambarish Bhattacharya"", ""Shaheb Bhattacharjee""]","[""SVF Entertainment Pvt Ltd""]","[""crime_investigation"", ""comedy_of_errors"", ""mistaken_identity""]","[""comedic"", ""chaotic""]",False
efa1d489-9aa2-458e-898e-f5034cb448ab,movie,Nagarkirtan,A 18+,"[""BN""]",2017,SVOD,Drama,"Puti, a transgender woman, and Madhu, a flute player, find love in a eunuch ghetto, defying societal norms. As their bond deepens, they face harsh realities and prejudice, fighting for acceptance and a place in the world. ""Nagarkitan"" is another masterpiece cinema by Kaushik Ganguly.",2010s,"[""Foul Language"", ""Violence"", ""Sexual Content"", ""Substance Use""]",6,True,True,[],"[""Kaushik Ganguly"", ""Riddhi Sen"", ""Ritwick Chakraborty"", ""Bidipta Chakraborty"", ""Sujan Mukherjee""]","[""Acropoliis Entertainment""]","[""forbidden_love"", ""social_injustice"", ""gender_empowerment"", ""class_divide""]","[""emotional"", ""tragic"", ""dramatic""]",False
c9b34d76-8fb4-4400-86cd-15df4edfe500,movie,Gumnaami,U/A 7+,"[""BN""]",2019,SVOD,Mystery Drama,"Directed by Srijit Mukherji, Gumnaami explores the mystery behind Netaji Subhas Chandra Bose’s disappearance through the Mukherjee Commission hearings. Starring Prosenjit Chatterjee, this National Award-winning film dives into truth, myths, and the nation's unanswered questions.",2010s,"[""Appropriate for age 7 and above""]",13,True,True,"[""Srijit Mukherji""]","[""Prosenjit Chatterjee"", ""Anirban Bhattacharya"", ""Tanusree Chakraborty"", ""Biplab Dasgupta"", ""Shyamal Chakraborty"", ""Surendra Rajan"", ""Sanjay Gurbaxani"", ""Akshay Kapoor"", ""Satyam Bhattacharya"", ""Shibashish Bandopadhyay"", ""Prantik Banerjee""]","[""SVF Entertainment Pvt Ltd""]","[""missing_person"", ""cover_up"", ""political_unrest""]","[""mysterious"", ""dramatic"", ""tense""]",False
b478f6f3-fe22-4e4c-be9e-28c30a56f3a6,movie,Durgeshgorer Guptodhon,U/A 7+,"[""BN""]",2019,SVOD,Adventure,"During Durga Puja, Sona Da visits his student's grand ancestral home in Durgeshgor—only to stumble upon a trail of clues leading to a legendary hidden treasure. With Abir and Jhinuk by his side, he dives into a thrilling hunt filled with secrets, history, and danger in Durgeshgorer Guptodhon.",2010s,"[""Appropriate for age 7 and above""]",8,True,False,"[""Dhrubo Banerjee""]","[""Abir Chatterjee"", ""Arjun Chakrabarty"", ""Ishaa Saha"", ""Aryann Bhowmik"", ""June Malia"", ""Anindo Chatterjee""]","[""SVF Entertainment Pvt Ltd""]","[""heist"", ""life_threat""]","[""suspenseful"", ""tense""]",False
e9db61b2-e9ab-4f0b-8905-ba6a04c6ed5a,movie,Guptodhoner Sondhane,U,"[""BN""]",2018,SVOD,Adventure,"A history professor, fondly known as Sona Da, discovers a clue to a hidden treasure while visiting his late uncle’s palace. What begins as a simple trip turns into an exciting adventure filled with puzzles, secrets, and danger. Watch this thrilling Bengali treasure hunt unfold!",2010s,"[""Suitable for all ages""]",6,True,False,"[""Dhrubo Banerjee""]","[""Abir Chatterjee"", ""Arjun Chakrabarty"", ""Ishaa Saha"", ""Rajatava Dutta""]","[""SVF Entertainment Pvt Ltd""]","[""heist"", ""life_threat""]","[""suspenseful"", ""tense""]",False
9abde444-80b0-4135-aabb-40f5de678161,movie,Bhoot Chaturdashi,U/A 16+,"[""BN""]",2019,SVOD,Horror Drama,"Four friends enter a haunted house, unaware that a terrifying local folklore is about to come alive. As eerie events unfold, they must face their deepest fears and unravel the chilling truth. A spine-tingling horror story where legend meets nightmare.",2010s,"[""Violence"", ""Frightening Scenes"", ""Foul Language""]",6,True,True,"[""Shabbir Mallick""]","[""Ena Saha"", ""Soumendra Bhattacharya"", ""Deepsheta Mitra"", ""Aryann Bhowmik""]","[""SVF Entertainment Pvt Ltd""]","[""ghost_haunting"", ""supernatural_threat"", ""curse_ritual"", ""survival""]","[""eerie"", ""tense"", ""ominous""]",False
0000015b-b2bd-d66c-a97b-ffbff3820000,movie,Chander Pahar,U/A 7+,"[""BN""]",2013,SVOD,Adventure,"Chander Pahar, the popular novel by Bibhutibhushan Bandyopadhyay, is mightily adapted into an epic blockbuster. Dev stars as Shankar, a young Bengali who ventures into Africa seeking adventure. Battling wild beasts and chasing myths, his journey is one of danger and discovery.",2010s,"[""Appropriate for age 7 and above""]",5,True,True,"[""Kamaleswar Mukherjee""]","[""Dev"", ""Gerard Rudolf"", ""Laboni Sarkar""]","[""SVF Entertainment Pvt Ltd""]","[""survival"", ""life_threat"", ""self_discovery""]","[""suspenseful"", ""intense""]",False
409102db-3265-48d8-8120-e49f783f4dc7,movie,Bhooter Bhabishyat,U/A 13+,"[""BN""]",2012,SVOD,Horror Comedy,"The experience of a filmmaker in a haunted house meets a film buff who gives him a pot-boiling story of a gang of ghosts. Is it just a story or are these ghosts around? Watch the biggest comedy blockbuster of Bengali cinema ""Bhooter Bhabishyat"".",2010s,"[""Foul Language""]",9,True,False,"[""Anik Dutta""]","[""Sabyasachi Chakrabarty"", ""Swastika Mukherjee"", ""Samadarshi Dutta"", ""Mir Afsar Ali"", ""Saswata Chatterjee"", ""Parambrata Chattopadhyay"", ""Paran Bandopadhyay""]","[""Joy B Ganguly""]","[""ghost_haunting"", ""supernatural_threat"", ""comedy_of_errors"", ""ensemble_multiple_storylines""]","[""comedic"", ""eerie""]",False
c3fc85f9-1f3f-4aaa-a082-e7e2ab66f108,movie,Ek Je Chhilo Raja,U/A 16+,"[""BN""]",2018,SVOD,Drama,"Prince Mahendra Kumar Choudhuri, the heir to the Bhawal Estate, died in Darjeeling, where he went for treatment. Years later, a Sanyasi shows up at Bhawal claiming to be the long-gone prince. Watch the national award-winning movie based on the sensational Bhawal Sanyasi case.",2010s,"[""Foul Language"", ""Violence"", ""Substance Use"", ""Sexual Content""]",5,True,True,"[""Srijit Mukherji""]","[""Jisshu Sengupta"", ""Jaya Ahsan"", ""Anirban Bhattacharya""]","[""SVF Entertainment Pvt Ltd""]","[""mistaken_identity"", ""legal_case_trial"", ""deception_disguise"", ""family_secrets""]","[""mysterious"", ""dramatic"", ""tense""]",False
abbe0a00-20d8-4677-98d9-adcce49c4a23,movie,Generation Aami,U/A 13+,"[""BN""]",2018,SVOD,Drama,"Cousins Apu and Durga meet after years when Durga is sent to Kolkata from Delhi to for psychological treatment. But the stark difference in their upbringing make it a battle of generations. The eternal question arises, do parents always know what is best for their children?",2010s,"[""Foul Language"", ""Suicide"", ""Substance Use"", ""Smoking""]",5,True,True,"[""Mainak Bhaumik""]","[""Rwitobroto Mukherjee"", ""Sauraseni Maitra"", ""Aparajita Adhya""]","[""SVF Entertainment Pvt Ltd""]","[""family_conflict"", ""self_discovery"", ""domestic_conflict""]","[""emotional"", ""dramatic""]",False
ab60bc90-adf0-4f30-bca8-e717b4878cc4,movie,Nil Nirjane,A 18+,"[""BN""]",2003,SVOD,Romance,"When an unwed mother and a widower come to a resort to spend a weekend with their respective daughters, complex relationships collide and change lives forever. Watch the only movie starring the mother-daughter duo of Moonmoon Sen-Raima Sen together.",2000s,"[""Sexual Content""]",6,True,True,"[""Subrata Sen""]","[""Moon Moon Sen"", ""Raima Sen"", ""June Malia"", ""Rajatava Dutta""]","[""Rajesh Kumar Rungta""]","[""forbidden_love"", ""family_conflict"", ""self_discovery""]","[""emotional"", ""dramatic"", ""bittersweet""]",False
de615b51-d80e-4db8-9af1-fdc557e26421,movie,Uma,U/A 13+,"[""BN""]",2018,SVOD,Drama,"Uma is the deeply emotional story of a father who will stop at nothing to bring joy to his terminally ill daughter. As her time fades, he creates a world of dreams for her—rekindling lost hope and proving that a father’s love can defy even fate. A tearful celebration of life and love.",2010s,"[""Violence"", ""Foul Language""]",8,True,False,"[""Srijit Mukherji"", ""Anjan Dutt""]","[""Jisshu Sengupta"", ""Sara Sengupta"", ""Srabanti Chatterjee"", ""Rudranil Ghosh"", ""Anirban Bhattacharya""]","[""SVF Entertainment Pvt Ltd""]","[""life_threat"", ""self_discovery""]","[""emotional"", ""tragic"", ""heartwarming""]",False
1de3d2ec-9459-4a8f-8643-f7ea775bc089,movie,Family Album,A 18+,"[""BN""]",2015,SVOD,Drama,"Each member of a seemingly normal family hides a secret—but when the truth begins to surface, their world turns upside down. Tensions rise, relationships crack, and buried emotions erupt. What happens when the masks come off and the real story begins?",2010s,"[""Foul Language"", ""Sexual Content"", ""Substance Use""]",6,True,True,"[""Mainak Bhaumik""]","[""Swastika Mukherjee"", ""Paoli Dam"", ""Ranodeep Bose"", ""Riya Sen""]","[""Friends Communication Production""]","[""family_secrets"", ""family_conflict"", ""betrayal"", ""deception_disguise""]","[""dramatic"", ""tense"", ""dark""]",False
143e1816-eb4b-4f22-bc98-584cc7b6e854,movie,Crisscross,U/A 16+,"[""BN""]",2018,SVOD,Social Drama,"In Crisscross, five women—played by Mimi Chakraborty, Nusrat Jahan, Priyanka Sarkar, Sohini Sarkar, and Jaya Ahsan—navigate love, ambition, abuse, and survival over one life-changing day in Kolkata. Their paths cross in unexpected ways in this powerful tale of modern womanhood.",2010s,"[""Foul Language"", ""Violence"", ""Substance Use"", ""Sexual Content""]",8,True,True,"[""Birsa Dasgupta""]","[""Mimi Chakraborty"", ""Nussrat Jahan"", ""Priyanka Sarkar"", ""Sohini Sarkar"", ""Jaya Ahsan"", ""Gaurav Chakrabarty""]","[""SVF Entertainment Pvt Ltd""]","[""gender_empowerment"", ""ensemble_multiple_storylines"", ""social_injustice"", ""survival""]","[""intense"", ""empowering"", ""dramatic""]",False
6f743c4c-7faa-47e2-a231-29f32b285765,movie,Bolo Dugga Maiki,U/A 16+,"[""BN""]",2017,SVOD,Romance,"In Bolo Dugga Maiki, Shamyo (Ankush Hazra), a carefree youth disowned by his grandfather, meets Uma (Nusrat Jahan) on a train. A selfie sparks chaos, leading to mistaken identities and comic mishaps. As love grows, Shamyo must prove himself and win back his place in both love and family.",2010s,"[""Violence""]",4,True,True,"[""Raj Chakraborty""]","[""Ankush Hazra"", ""Nussrat Jahan""]","[""SVF Entertainment Pvt Ltd""]","[""mistaken_identity"", ""comedy_of_errors"", ""family_conflict"", ""reconciliation""]","[""comedic"", ""heartwarming""]",False
0000015f-ceb1-db97-a7ff-ffbb84c00000,movie,Chotushkone,U/A 16+,"[""BN""]",2014,SVOD,Thriller,"Four filmmakers — played by Aparna Sen, Chiranjeet Chakrabarti, Goutam Ghose, and Parambrata Chattopadhyay — are invited to create stories on the theme of death. As they travel together, secrets unravel and reality begins to mirror fiction in this gripping, award-winning thriller by Srijit Mukherji.",2010s,"[""Foul Language"", ""Sexual Content"", ""Substance Use"", ""Violence""]",11,True,True,"[""Srijit Mukherji"", ""Aparna Sen"", ""Goutam Ghose""]","[""Parambrata Chattopadhyay"", ""Kaushik Ganguly"", ""Paayel Sarkar"", ""Rahul Arunoday Banerjee"", ""Indrasish Roy"", ""Chiranjeet Chakrabarti""]","[""Dag Creative Media"", ""Reliance Entertainment Pvt Ltd""]","[""ensemble_multiple_storylines"", ""betrayal"", ""deception_disguise""]","[""dark"", ""mysterious"", ""tense""]",False
0000015f-ceba-d283-a5ff-dfbf52290000,movie,Jaatishwar,U/A 7+,"[""BN""]",2014,SVOD,Musical Drama,"Rohit decides to do a dissertation on the famous Portuguese-origin Bengali singer-songwriter, Hensman Anthony, from 19th century. On his research trail, he comes across a librarian, Kushal Hazra, who claims to be the reincarnation of Anthony himself.",2010s,"[""Appropriate for age 7 and above""]",5,True,True,"[""Srijit Mukherji""]","[""Prosenjit Chatterjee"", ""Jisshu Sengupta"", ""Swastika Mukherjee""]","[""Reliance Entertainment Pvt Ltd""]","[""mistaken_identity"", ""self_discovery""]","[""mysterious"", ""dramatic""]",False
0000015f-925c-d6c1-a57f-967f2c970000,movie,Dhanni Meye,U,"[""BN""]",1971,SVOD,Comedy,"At the Nangteshwar Shield tournament, Bogola and his teammates from the Sarbamangala Football Club face challenges not only on the field but also outside of it as the local club president strives to keep the ancestral shield in the family through hook or crook.",1970s,"[""Suitable for all ages""]",4,True,True,"[""Arabinda Mukhopadhyay""]","[""Uttam Kumar"", ""Sabitri Chatterjee"", ""Jaya Bachchan""]",[],"[""family_rivalry"", ""comedy_of_errors""]","[""comedic""]",False
